date,weather,tempHigh,tempLow
130,Rain showers. Fog.,37,31
131,Scattered clouds.,33,27
132,Partly cloudy.,37,31
133,Partly cloudy.,39,34
134,Partly cloudy.,39,32
135,Partly cloudy.,41,34
136,Partly cloudy.,40,34
137,Partly cloudy.,40,34
138,Partly cloudy.,42,35
139,Partly cloudy.,39,33
140,Partly cloudy.,38,33
141,Partly cloudy.,38,32
142,Partly cloudy.,38,32
143,Rain showers. Fog.,37,34
144,Snow showers. Ice fog.,32,32
145,Partly sunny.,37,29
146,Partly cloudy.,37,30
147,Mostly cloudy.,40,34
148,Partly cloudy.,38,35
149,Passing clouds.,32,28
150,Snow flurries. Ice fog.,26,23
151,Passing clouds.,36,29
152,Thundershowers. Passing clouds.,37,31
153,Thundershowers. Passing clouds.,40,34
154,Thundershowers. Passing clouds.,40,34
155,Thundershowers. Passing clouds.,41,35
156,Thundershowers. Passing clouds.,38,33
157,Thundershowers. Passing clouds.,38,34
158,Clear.,38,32
159,Thundershowers. Passing clouds.,38,33
160,Light snow. Overcast.,38,32
161,Thundershowers. Passing clouds.,38,32
162,Scattered clouds.,33,30
163,Light snow. Overcast.,37,32
164,Light rain. Mostly cloudy.,39,34
165,Scattered clouds.,32,30
166,Light rain. Mostly cloudy.,36,34
167,Partly cloudy.,34,30
168,Partly cloudy.,36,31
169,Clear.,38,33
170,Thundershowers. Passing clouds.,37,33
171,Sunny.,38,34
172,Light rain. Mostly cloudy.,35,30
173,Mostly cloudy.,35,30
174,Light snow. Overcast.,33,28
175,Thundershowers. Passing clouds.,37,33
176,Clear.,38,33
177,Light snow. Overcast.,37,32
178,Sprinkles. Mostly cloudy.,37,32
179,Thunderstorms. Fog.,29,26
180,Sprinkles. Mostly cloudy.,37,32
181,Clear.,38,34
182,Clear.,34,31
183,Clear.,29,28
184,Fog.,30,28
185,Clear.,30,28
186,Clear.,35,31
187,Clear.,34,30
188,Clear.,34,31
189,Sunny.,33,31
190,Rain. More clouds than sun.,34,31
191,Passing clouds.,35,31
192,Clear.,31,29
193,Light rain. Passing clouds.,33,29
194,Rain. More clouds than sun.,34,31
195,Clear.,31,30
196,Clear.,32,29
197,Light rain. Passing clouds.,26,25
198,Freezing rain. Cloudy.,29,27
199,Light rain. Passing clouds.,29,25
200,Clear.,33,29
201,Passing clouds.,35,32
202,Passing clouds.,35,31
203,Passing clouds.,35,32
204,Fog.,33,29
205,Clear.,33,30
206,Rain. More clouds than sun.,33,31
207,Clear.,34,31
208,Clear.,29,29
209,Low clouds.,32,28
210,Clear.,28,28
211,Light rain. Passing clouds.,29,27
212,Clear.,30,28
213,Ice fog.,29,28
214,Mild.,32,28
215,Mild.,33,29
216,Mild.,34,31
217,Sunny.,34,32
218,Mild.,31,28
219,Mild.,35,30
220,Sunny.,50,31
221,Mild.,33,30
222,Mild.,33,30
223,Haze.,29,27
224,Mild.,33,28
225,Mild.,32,28
226,Ice fog.,29,27
227,Mild.,33,29
228,Fog.,33,29
229,Mild.,31,28
230,Mild.,30,28
231,Mild.,34,29
232,Mild.,34,30
233,Mild.,33,28
234,Mild.,34,28
235,Mild.,32,30
236,Overcast.,32,29
237,Mild.,33,29
238,Mild.,33,29
239,Mild.,32,28
240,Sprinkles. Low clouds.,35,30
241,Mild.,33,29
242,Mild.,29,28
243,Haze.,27,25
244,Overcast.,27,26
245,Overcast.,32,28
246,Fog.,32,28
247,Fog.,32,28
248,Overcast.,32,27
249,Scattered clouds.,32,28
250,Chilly.,32,27
251,Fog.,32,29
252,Fog.,28,28
253,Fog.,33,29
254,Passing clouds.,33,28
255,Fog.,33,28
256,Fog.,34,29
257,Overcast.,33,28
258,Overcast.,34,29
259,Overcast.,34,29
260,Overcast.,33,29
261,Overcast.,35,29
262,Overcast.,34,29
263,Overcast.,35,29
264,Overcast.,35,29
265,Overcast.,31,27
266,Overcast.,32,27
267,Overcast.,32,29
268,Overcast.,33,28
269,Fog.,33,29
270,Overcast.,34,28
271,Overcast.,34,28
272,More clouds than sun.,34,34
273,Chilly.,34,29
274,More clouds than sun.,35,28
275,Heavy rain. Mostly cloudy.,34,31
276,Light rain. Partly sunny.,34,30
277,More clouds than sun.,34,30
278,More clouds than sun.,29,27
279,More clouds than sun.,31,28
280,More clouds than sun.,33,27
281,More clouds than sun.,26,26
282,More clouds than sun.,33,25
283,Snow flurries. Passing clouds.,31,26
284,Partly sunny.,32,24
285,Frigid.,32,26
286,Frigid.,32,25
287,Frigid.,32,23
288,Passing clouds.,31,22
289,Frigid.,32,23
290,Frigid.,32,22
291,Frigid.,32,22
292,Frigid.,32,22
293,Frigid.,32,22
294,Frigid.,32,25
295,Frigid.,32,25
296,Passing clouds.,30,23
297,Passing clouds.,30,23
298,Scattered clouds.,30,24
299,Passing clouds.,30,22
300,Partly sunny.,30,20
301,Passing clouds.,29,20
302,Partly sunny.,30,18
303,Partly sunny.,29,18
304,Partly sunny.,27,19
305,Fog.,28,18
306,Rain. Overcast.,26,18
307,No weather data available,,
308,Fog.,28,18
309,Fog.,24,18
310,Partly sunny.,24,15
311,Partly sunny.,26,16
312,Fog.,25,18
313,Partly sunny.,26,14
314,Clear.,27,15
315,Partly sunny.,27,15
316,Partly sunny.,27,15
317,Fog.,28,17
318,Fog.,28,17
319,Partly sunny.,25,14
320,Partly sunny.,25,14
321,Chilly.,25,16
322,Quite cool.,24,15
323,Partly sunny.,24,13
324,Partly sunny.,26,14
325,Partly sunny.,27,14
326,Clear.,27,16
327,Partly sunny.,26,15
328,Partly sunny.,26,13
329,Clear.,26,16
330,Clear.,27,20
331,Clear.,26,17
332,Clear.,25,17
333,Partly sunny.,25,12
334,Sunny.,21,16
335,Overcast.,22,16
336,Low clouds.,22,13
337,Low clouds.,23,14
338,Low clouds.,23,11
339,Low clouds.,23,11
340,Low clouds.,22,12
341,Overcast.,20,13
342,Overcast.,20,9
343,Low clouds.,23,10
344,Overcast.,17,13
345,Low clouds.,21,13
346,Low clouds.,25,13
347,Low clouds.,24,12
348,Low clouds.,20,13
349,Low clouds.,20,12
350,Low clouds.,21,8
351,Low clouds.,19,11
352,Low clouds.,19,10
353,Low clouds.,19,9
354,Low clouds.,20,13
355,Low clouds.,21,13
356,Low clouds.,20,10
357,Low clouds.,20,9
358,Overcast.,19,9
359,Low clouds.,14,13
360,Low clouds.,19,11
361,Low clouds.,20,11
362,Low clouds.,21,10
363,Low clouds.,17,11
364,Low clouds.,14,11
365,Low clouds.,16,16
