date,weather,tempHigh,tempLow
205,Clear.,29,26
206,Clear.,29,27
207,Clear.,28,25
208,Mostly cloudy.,26,25
209,Light mixture of precip. Overcast.,28,24
210,Heavy snow. Mostly cloudy.,28,24
211,Light mixture of precip. Overcast.,27,24
212,Rain. Mostly cloudy.,28,26
213,Heavy rain. Overcast.,28,25
214,Light rain. Partly cloudy.,28,27
215,Light rain. Partly cloudy.,29,28
216,Passing clouds.,30,26
217,Scattered showers. Overcast.,27,25
218,Light rain. Partly cloudy.,29,27
219,Passing clouds.,29,27
220,Passing clouds.,29,28
221,Passing clouds.,30,27
222,Passing clouds.,30,27
223,Passing clouds.,29,27
224,Passing clouds.,29,28
225,Quite cool.,29,28
226,Passing clouds.,29,27
227,Passing clouds.,30,28
228,Passing clouds.,30,28
229,Passing clouds.,30,27
230,Passing clouds.,30,28
231,Passing clouds.,30,27
232,Passing clouds.,30,28
233,Passing clouds.,30,28
234,Passing clouds.,29,27
235,Passing clouds.,28,25
236,Passing clouds.,29,26
237,Passing clouds.,30,28
238,Passing clouds.,28,26
239,Heavy rain. Overcast.,26,24
240,Heavy rain. Overcast.,27,25
241,Light rain. Partly cloudy.,29,27
242,Passing clouds.,29,27
243,Quite cool.,30,27
244,Clear.,29,27
245,Sprinkles. Fog.,28,26
246,Sprinkles. Fog.,29,27
247,Clear.,29,28
248,Clear.,29,28
249,Clear.,29,28
250,Sprinkles. Fog.,27,26
251,Sprinkles. Fog.,29,27
252,Sprinkles. Fog.,29,24
253,Sprinkles. Fog.,29,27
254,Clear.,29,28
255,Clear.,30,28
256,Sprinkles. Fog.,29,28
257,Sprinkles. Fog.,30,29
258,Mostly cloudy.,27,26
259,Sunny.,28,27
260,Partly cloudy.,28,26
261,Scattered clouds.,26,25
262,Scattered clouds.,28,25
263,Partly cloudy.,25,24
264,Scattered clouds.,27,26
265,Scattered showers. Broken clouds.,28,27
266,Scattered showers. Broken clouds.,28,26
267,Sprinkles. Fog.,29,28
268,Sprinkles. Fog.,29,28
269,Clear.,29,28
270,Clear.,29,28
271,Clear.,29,28
272,Fog.,29,27
273,Fog.,29,27
274,Light rain. Dense fog.,28,26
275,Rain showers. Fog.,26,24
276,More clouds than sun.,26,25
277,Thunderstorms. Passing clouds.,27,25
278,More clouds than sun.,26,24
279,Partly cloudy.,29,25
280,Partly cloudy.,30,26
281,Mostly cloudy.,30,26
282,Partly cloudy.,30,26
283,Clear.,30,27
284,More clouds than sun.,30,27
285,Clear.,30,26
286,Mostly cloudy.,32,26
287,Mostly cloudy.,33,25
288,Extremely cold.,33,26
289,Clear.,33,27
290,Partly cloudy.,32,28
291,Clear.,34,29
292,Light snow. Overcast.,35,28
293,Clear.,33,26
294,Mostly cloudy.,33,26
295,Mostly cloudy.,33,26
296,Clear.,34,26
297,Mostly cloudy.,32,26
298,Mostly cloudy.,31,26
299,Extremely cold.,31,23
300,Sprinkles. Fog.,34,26
301,Sprinkles. Fog.,34,25
302,Partly cloudy.,34,25
303,Partly cloudy.,33,24
304,Partly cloudy.,33,27
305,Drizzle. Mostly cloudy.,33,27
306,Drizzle. Mostly cloudy.,33,27
307,Drizzle. Mostly cloudy.,33,23
308,Overcast.,32,25
309,Drizzle. Mostly cloudy.,32,24
310,Drizzle. Mostly cloudy.,33,25
311,Drizzle. Mostly cloudy.,32,23
312,Drizzle. Mostly cloudy.,33,24
313,Sunny.,33,24
314,Sunny.,32,22
315,Sunny.,32,22
316,Drizzle. Mostly cloudy.,32,23
317,Sunny.,31,23
318,Drizzle. Mostly cloudy.,32,25
319,Drizzle. Mostly cloudy.,33,25
320,Drizzle. Mostly cloudy.,33,26
321,Drizzle. Mostly cloudy.,33,27
322,Clear.,32,26
323,Light fog.,32,24
324,Sunny.,32,22
325,Drizzle. Mostly cloudy.,32,21
326,Drizzle. Mostly cloudy.,33,21
327,Drizzle. Mostly cloudy.,33,23
328,Sprinkles. Fog.,32,25
329,Drizzle. Mostly cloudy.,32,23
330,Drizzle. Mostly cloudy.,33,22
331,Sunny.,32,23
332,Drizzle. Mostly cloudy.,34,24
333,Drizzle. Mostly cloudy.,33,23
334,Overcast.,33,22
335,Haze.,33,24
336,Rain. Fog.,32,22
337,Clear.,32,22
338,Haze.,33,27
339,Snow showers. Ice fog.,33,26
340,Partly sunny.,31,25
341,Clear.,31,21
342,Clear.,32,22
343,Clear.,31,21
344,Clear.,31,20
345,Thunderstorms. Passing clouds.,30,20
346,Thunderstorms. Passing clouds.,31,22
347,Thunderstorms. Passing clouds.,32,23
348,Haze.,32,24
349,Broken clouds.,32,25
350,Partly sunny.,33,27
351,Haze.,32,26
352,Haze.,33,25
353,Thunderstorms. Passing clouds.,30,22
354,Clear.,31,23
355,Thunderstorms. Passing clouds.,32,23
356,Clear.,32,22
357,Thunderstorms. Passing clouds.,31,22
358,Clear.,31,22
359,Rain. Overcast.,31,21
360,Clear.,32,23
361,Clear.,30,23
362,Clear.,31,20
363,Clear.,32,22
364,Clear.,33,21
365,Clear.,32,23
